Key,File,Type,UsedInMainMenu,NoTranslate,english
perkSkullCrusherRank37LongDesc,progression,Perk,,,"Juggernaut VII. Sledgehammers: block damage +73%, entity damage +37%. Stamina use: primary -18.6%, secondary -37.0%. Weapons degrade 37% slower per hit (if durability is enabled). Flurry of Strength: +19.5% attack speed. Find chance: sledges +7.9%. Sledge Saga books +7.9% until complete. Strength synergy: headshot +82%, dismember +40%. Knockdown: KD II 60% (power). AOE KD I 35% (1.3m). On kill: regain +11.1 Stamina after 1.0s."
perkSkullCrusherRank38Desc,progression,Perk,,,Juggernaut VIII
perkSkullCrusherRank38LongDesc,progression,Perk,,,"Juggernaut VIII. Sledgehammers: block damage +75%, entity damage +38%. Stamina use: primary -19.1%, secondary -38.0%. Weapons degrade 38% slower per hit (if durability is enabled). Flurry of Strength: +19.9% attack speed. Find chance: sledges +8.1%. Sledge Saga books +8.1% until complete. Strength synergy: headshot +84%, dismember +41%. Knockdown: KD II 60% (power). AOE KD I 35% (1.3m). On kill: regain +11.4 Stamina after 1.0s."
perkSkullCrusherRank39Desc,progression,Perk,,,Juggernaut IX
perkSkullCrusherRank39LongDesc,progression,Perk,,,"Juggernaut IX. Sledgehammers: block damage +77%, entity damage +39%. Stamina use: primary -19.5%, secondary -39.0%. Weapons degrade 39% slower per hit (if durability is enabled). Flurry of Strength: +20.3% attack speed. Find chance: sledges +8.3%. Sledge Saga books +8.3% until complete. Strength synergy: headshot +86%, dismember +42%. Knockdown: KD II 60% (power). AOE KD I 35% (1.3m). On kill: regain +11.7 Stamina after 1.0s."
perkSkullCrusherRank40Desc,progression,Perk,,,Juggernaut X
perkSkullCrusherRank40LongDesc,progression,Perk,,,"Juggernaut X. Sledgehammers: block damage +79%, entity damage +40%. Stamina use: primary -20.0%, secondary -40.0%. Weapons degrade 40% slower per hit (if durability is enabled). Flurry of Strength: +20.7% attack speed. Find chance: sledges +8.4%. Sledge Saga books +8.4% until complete. Strength synergy: headshot +88%, dismember +43%. Knockdown: KD II 60% (power). AOE KD I 35% (1.3m). On kill: regain +32.0 Stamina after 1.0s."
perkSkullCrusherRank41Desc,progression,Perk,,,Skull Crusher I
perkSkullCrusherRank41LongDesc,progression,Perk,,,"Skull Crusher I. Sledgehammers: block damage +81%, entity damage +41%. Stamina use: primary -20.5%, secondary -41.0%. Weapons degrade 41% slower per hit (if durability is enabled). Flurry of Strength: +21.1% attack speed. Find chance: sledges +8.6%. Sledge Saga books +8.6% until complete. Strength synergy: headshot +90%, dismember +44%. Knockdown: KD II 60% (power). AOE KD I 35% (1.3m). On kill: regain +12.3 Stamina after 1.0s."
perkSkullCrusherRank42Desc,progression,Perk,,,Skull Crusher II
perkSkullCrusherRank42LongDesc,progression,Perk,,,"Skull Crusher II. Sledgehammers: block damage +83%, entity damage +42%. Stamina use: primary -21.0%, secondary -42.0%. Weapons degrade 42% slower per hit (if durability is enabled). Flurry of Strength: +21.5% attack speed. Find chance: sledges +8.8%. Sledge Saga books +8.8% until complete. Strength synergy: headshot +92%, dismember +44%. Knockdown: KD II 60% (power). AOE KD I 35% (1.3m). On kill: regain +12.6 Stamina after 1.0s."
perkSkullCrusherRank43Desc,progression,Perk,,,Skull Crusher III
perkSkullCrusherRank43LongDesc,progression,Perk,,,"Skull Crusher III. Sledgehammers: block damage +85%, entity damage +43%. Stamina use: primary -21.5%, secondary -43.0%. Weapons degrade 43% slower per hit (if durability is enabled). Flurry of Strength: +21.9% attack speed. Find chance: sledges +9.0%. Sledge Saga books +9.0% until complete. Strength synergy: headshot +94%, dismember +45%. Knockdown: KD II 60% (power). AOE KD I 35% (1.3m). On kill: regain +12.9 Stamina after 1.0s."
perkSkullCrusherRank44Desc,progression,Perk,,,Skull Crusher IV
perkSkullCrusherRank44LongDesc,progression,Perk,,,"Skull Crusher IV. Sledgehammers: block damage +87%, entity damage +44%. Stamina use: primary -22.0%, secondary -44.0%. Weapons degrade 44% slower per hit (if durability is enabled). Flurry of Strength: +22.3% attack speed. Find chance: sledges +9.1%. Sledge Saga books +9.1% until complete. Strength synergy: headshot +96%, dismember +45%. Knockdown: KD II 60% (power). AOE KD I 35% (1.3m). On kill: regain +13.2 Stamina after 1.0s."
perkSkullCrusherRank45Desc,progression,Perk,,,Skull Crusher V
perkSkullCrusherRank45LongDesc,progression,Perk,,,"Skull Crusher V. Sledgehammers: block damage +89%, entity damage +45%. Stamina use: primary -22.5%, secondary -45.0%. Weapons degrade 45% slower per hit (if durability is enabled). Flurry of Strength: +22.7% attack speed. Find chance: sledges +9.3%. Sledge Saga books +9.3% until complete. Strength synergy: headshot +98%, dismember +45%. Knockdown: KD II 60% (power). AOE KD I 35% (1.3m). On kill: regain +13.5 Stamina after 1.0s."
perkSkullCrusherRank46Desc,progression,Perk,,,Skull Crusher VI
perkSkullCrusherRank46LongDesc,progression,Perk,,,"Skull Crusher VI. Sledgehammers: block damage +91%, entity damage +46%. Stamina use: primary -23.0%, secondary -46.0%. Weapons degrade 46% slower per hit (if durability is enabled). Flurry of Strength: +23.1% attack speed. Find chance: sledges +9.5%. Sledge Saga books +9.5% until complete. Strength synergy: headshot +100%, dismember +45%. Knockdown: KD II 60% (power). AOE KD I 35% (1.3m). On kill: regain +13.8 Stamina after 1.0s."
perkSkullCrusherRank47Desc,progression,Perk,,,Skull Crusher VII
perkSkullCrusherRank47LongDesc,progression,Perk,,,"Skull Crusher VII. Sledgehammers: block damage +93%, entity damage +47%. Stamina use: primary -23.5%, secondary -47.0%. Weapons degrade 47% slower per hit (if durability is enabled). Flurry of Strength: +23.5% attack speed. Find chance: sledges +9.6%. Sledge Saga books +9.6% until complete. Strength synergy: headshot +100%, dismember +45%. Knockdown: KD II 60% (power). AOE KD I 35% (1.3m). On kill: regain +14.1 Stamina after 1.0s."
perkSkullCrusherRank48Desc,progression,Perk,,,Skull Crusher VIII
perkSkullCrusherRank48LongDesc,progression,Perk,,,"Skull Crusher VIII. Sledgehammers: block damage +95%, entity damage +48%. Stamina use: primary -24.0%, secondary -48.0%. Weapons degrade 48% slower per hit (if durability is enabled). Flurry of Strength: +23.9% attack speed. Find chance: sledges +9.8%. Sledge Saga books +9.8% until complete. Strength synergy: headshot +100%, dismember +45%. Knockdown: KD II 60% (power). AOE KD I 35% (1.3m). On kill: regain +14.4 Stamina after 1.0s."
perkSkullCrusherRank49Desc,progression,Perk,,,Skull Crusher IX
perkSkullCrusherRank49LongDesc,progression,Perk,,,"Skull Crusher IX. Sledgehammers: block damage +97%, entity damage +49%. Stamina use: primary -24.4%, secondary -49.0%. Weapons degrade 49.5% slower per hit (if durability is enabled). Flurry of Strength: +24.3% attack speed. Find chance: sledges +10.0%. Sledge Saga books +10.0% until complete. Strength synergy: headshot +100%, dismember +45%. Knockdown: KD II 60% (power). AOE KD I 35% (1.3m). On kill: regain +14.7 Stamina after 1.0s."
perkSkullCrusherRank50Desc,progression,Perk,,,Skull Crusher X
perkSkullCrusherRank50LongDesc,progression,Perk,,,"Skull Crusher X. Sledgehammers: block damage +100%, entity damage +50%. Stamina use: primary -25.0%, secondary -50.0%. Weapons degrade 50% slower per hit (if durability is enabled). Flurry of Strength: +25.0% attack speed. Find chance: sledges +10.0%. Sledge Saga books +10.0% until complete. Strength synergy: headshot +100%, dismember +45%. Knockdown: KD II 75% (power) + AOE KD I 50% (1.4m). On kill: regain +45.0 Stamina after 1.0s."
perkTurretsRank1Desc,progression,Perk,,,Tinkerer I
perkTurretsRank1LongDesc,progression,Perk,,,"Tinkerer I. 0%, reload +1.0%, magazine +0 (ranged only), entity damage +1.0%, block damage +1.0% (melee only), durability loss -1%. Looting: +2.0% chance to find batons & turrets; Tech Junkie book chance +2.0% until completed. Junk turret active range 10.0; active turrets: 1."
perkTurretsRank2Desc,progression,Perk,,,Tinkerer II
perkTurretsRank2LongDesc,progression,Perk,,,"Tinkerer II. 0%, reload +1.4%, magazine +1 (ranged only), entity damage +1.8%, block damage +1.8% (melee only), durability loss -2%. Looting: +2.2% chance to find batons & turrets; Tech Junkie book chance +2.2% until completed. Junk turret active range 10.2; active turrets: 1."
perkTurretsRank3Desc,progression,Perk,,,Tinkerer III
perkTurretsRank3LongDesc,progression,Perk,,,"Tinkerer III. 1%, reload +1.8%, magazine +1 (ranged only), entity damage +2.6%, block damage +2.6% (melee only), durability loss -3%. Looting: +2.3% chance to find batons & turrets; Tech Junkie book chance +2.3% until completed. Junk turret active range 10.3; active turrets: 1."
perkTurretsRank4Desc,progression,Perk,,,Tinkerer IV
perkTurretsRank4LongDesc,progression,Perk,,,"Tinkerer IV. 1%, reload +2.1%, magazine +2 (ranged only), entity damage +3.4%, block damage +3.4% (melee only), durability loss -4%. Looting: +2.5% chance to find batons & turrets; Tech Junkie book chance +2.5% until completed. Junk turret active range 10.5; active turrets: 1."
perkTurretsRank5Desc,progression,Perk,,,Tinkerer V
perkTurretsRank5LongDesc,progression,Perk,,,"Tinkerer V. 1%, reload +2.5%, magazine +3 (ranged only), entity damage +4.2%, block damage +4.2% (melee only), durability loss -5%. Looting: +2.6% chance to find batons & turrets; Tech Junkie book chance +2.6% until completed. Junk turret active range 10.7; active turrets: 1."
perkTurretsRank6Desc,progression,Perk,,,Tinkerer VI
perkTurretsRank6LongDesc,progression,Perk,,,"Tinkerer VI. 2%, reload +2.9%, magazine +3 (ranged only), entity damage +5.0%, block damage +5.0% (melee only), durability loss -6%. Looting: +2.8% chance to find batons & turrets; Tech Junkie book chance +2.8% until completed. Junk turret active range 10.8; active turrets: 1."
perkTurretsRank7Desc,progression,Perk,,,Tinkerer VII
perkTurretsRank7LongDesc,progression,Perk,,,"Tinkerer VII. 2%, reload +3.3%, magazine +4 (ranged only), entity damage +5.8%, block damage +5.8% (melee only), durability loss -7%. Looting: +2.9% chance to find batons & turrets; Tech Junkie book chance +2.9% until completed. Junk turret active range 11.0; active turrets: 1."
perkTurretsRank8Desc,progression,Perk,,,Tinkerer VIII
perkTurretsRank8LongDesc,progression,Perk,,,"Tinkerer VIII. 2%, reload +3.7%, magazine +4 (ranged only), entity damage +6.6%, block damage +6.6% (melee only), durability loss -8%. Looting: +3.1% chance to find batons & turrets; Tech Junkie book chance +3.1% until completed. Junk turret active range 11.2; active turrets: 1."
perkTurretsRank9Desc,progression,Perk,,,Tinkerer IX
perkTurretsRank9LongDesc,progression,Perk,,,"Tinkerer IX. 3%, reload +4.1%, magazine +5 (ranged only), entity damage +7.4%, block damage +7.4% (melee only), durability loss -9%. Looting: +3.2% chance to find batons & turrets; Tech Junkie book chance +3.2% until completed. Junk turret active range 11.3; active turrets: 1."
perkTurretsRank10Desc,progression,Perk,,,Tinkerer X
perkTurretsRank10LongDesc,progression,Perk,,,"Tinkerer X. 4%, reload +4.5%, magazine +5 (ranged only), entity damage +8.2%, block damage +8.2% (melee only), durability loss -10%. Looting: +3.4% chance to find batons & turrets; Tech Junkie book chance +3.4% until completed. Junk turret active range 11.5; active turrets: 1."
perkTurretsRank11Desc,progression,Perk,,,Turret Tech I
perkTurretsRank11LongDesc,progression,Perk,,,"Turret Tech I. 4%, reload +4.9%, magazine +6 (ranged only), entity damage +9.0%, block damage +9.0% (melee only), durability loss -11%. Looting: +3.5% chance to find batons & turrets; Tech Junkie book chance +3.5% until completed. Junk turret active range 11.7; active turrets: 1."
perkTurretsRank12Desc,progression,Perk,,,Turret Tech II
perkTurretsRank12LongDesc,progression,Perk,,,"Turret Tech II. 4%, reload +5.3%, magazine +6 (ranged only), entity damage +9.8%, block damage +9.8% (melee only), durability loss -12%. Looting: +3.7% chance to find batons & turrets; Tech Junkie book chance +3.7% until completed. Junk turret active range 11.8; active turrets: 1."
perkTurretsRank13Desc,progression,Perk,,,Turret Tech III
perkTurretsRank13LongDesc,progression,Perk,,,"Turret Tech III. 5%, reload +5.7%, magazine +7 (ranged only), entity damage +10.6%, block damage +10.6% (melee only), durability loss -13%. Looting: +3.8% chance to find batons & turrets; Tech Junkie book chance +3.8% until completed. Junk turret active range 12.0; active turrets: 1."
perkTurretsRank14Desc,progression,Perk,,,Turret Tech IV
perkTurretsRank14LongDesc,progression,Perk,,,"Turret Tech IV. 5%, reload +6.1%, magazine +7 (ranged only), entity damage +11.4%, block damage +11.4% (melee only), durability loss -14%. Looting: +4.0% chance to find batons & turrets; Tech Junkie book chance +4.0% until completed. Junk turret active range 12.2; active turrets: 1."
perkTurretsRank15Desc,progression,Perk,,,Turret Tech V
perkTurretsRank15LongDesc,progression,Perk,,,"Turret Tech V. 5%, reload +6.5%, magazine +8 (ranged only), entity damage +12.2%, block damage +12.2% (melee only), durability loss -15%. Looting: +4.1% chance to find batons & turrets; Tech Junkie book chance +4.1% until completed. Junk turret active range 12.3; active turrets: 1."
perkTurretsRank16Desc,progression,Perk,,,Turret Tech VI
perkTurretsRank16LongDesc,progression,Perk,,,"Turret Tech VI. 6%, reload +6.9%, magazine +8 (ranged only), entity damage +13.1%, block damage +13.1% (melee only), durability loss -16%. Looting: +4.3% chance to find batons & turrets; Tech Junkie book chance +4.3% until completed. Junk turret active range 12.5; active turrets: 1."
perkTurretsRank17Desc,progression,Perk,,,Turret Tech VII
perkTurretsRank17LongDesc,progression,Perk,,,"Turret Tech VII. 6%, reload +7.3%, magazine +9 (ranged only), entity damage +13.9%, block damage +13.9% (melee only), durability loss -17%. Looting: +4.5% chance to find batons & turrets; Tech Junkie book chance +4.5% until completed. Junk turret active range 12.7; active turrets: 1."
perkTurretsRank18Desc,progression,Perk,,,Turret Tech VIII
perkTurretsRank18LongDesc,progression,Perk,,,"Turret Tech VIII. 6%, reload +7.8%, magazine +9 (ranged only), entity damage +14.7%, block damage +14.7% (melee only), durability loss -18%. Looting: +4.6% chance to find batons & turrets; Tech Junkie book chance +4.6% until completed. Junk turret active range 12.8; active turrets: 1."
perkTurretsRank19Desc,progression,Perk,,,Turret Tech IX
perkTurretsRank19LongDesc,progression,Perk,,,"Turret Tech IX. 7%, reload +8.2%, magazine +10 (ranged only), entity damage +15.5%, block damage +15.5% (melee only), durability loss -19%. Looting: +4.8% chance to find batons & turrets; Tech Junkie book chance +4.8% until completed. Junk turret active range 13.0; active turrets: 1."
perkTurretsRank20Desc,progression,Perk,,,Turret Tech X
perkTurretsRank20LongDesc,progression,Perk,,,"Turret Tech X. 7%, reload +8.6%, magazine +10 (ranged only), entity damage +16.3%, block damage +16.3% (melee only), durability loss -20%. Looting: +4.9% chance to find batons & turrets; Tech Junkie book chance +4.9% until completed. Junk turret active range 13.2; active turrets: 1."
perkTurretsRank21Desc,progression,Perk,,,Combat Mechanist I
perkTurretsRank21LongDesc,progression,Perk,,,"Combat Mechanist I. 7%, reload +9.0%, magazine +11 (ranged only), entity damage +17.1%, block damage +17.1% (melee only), durability loss -21%. Looting: +5.1% chance to find batons & turrets; Tech Junkie book chance +5.1% until completed. Junk turret active range 13.3; active turrets: 1."
perkTurretsRank22Desc,progression,Perk,,,Combat Mechanist II
perkTurretsRank22LongDesc,progression,Perk,,,"Combat Mechanist II. 8%, reload +9.4%, magazine +11 (ranged only), entity damage +17.9%, block damage +17.9% (melee only), durability loss -22%. Looting: +5.2% chance to find batons & turrets; Tech Junkie book chance +5.2% until completed. Junk turret active range 13.5; active turrets: 1."
